col_a,col_b,metric,effect_size,p,p_adj,n_valid,via_feat_a,via_feat_b
execution_fail,study_design_info/intervention_model,eta,0.17604563973583212,0.0,0.0,52169,study_design_info/intervention_model,execution_fail
approval_outcome,sae_YN,abs_spearman,0.1748035814620385,1.5302471577900966e-38,4.901022003060447e-38,5434,sae_YN,approval_outcome
regulatory_pass,sae_YN,abs_spearman,0.1748035814620385,1.5302471577900966e-38,4.901022003060447e-38,5434,sae_YN,regulatory_pass
location/facility/address/city,sponsors/lead_sponsor/agency_class,eta,0.1742487790776574,0.0,0.0,71221,location/facility/address/city__n_items,sponsors/lead_sponsor/agency_class
intervention_browse/mesh_term,sponsors/lead_sponsor/agency_class,eta,0.1742459009517714,0.0,0.0,71221,intervention_browse/mesh_term__n_items,sponsors/lead_sponsor/agency_class
start_date,study_design_info/intervention_model,eta,0.17377377370362698,1.78401607812761e-281,1.8843330916393447e-280,42592,study_design_info/intervention_model,start_date__days
oversight_info/has_dmc,sae_rate,eta,0.17373882695426426,4.1957689297073866e-109,2.3106651395773642e-108,16069,oversight_info/has_dmc,sae_rate
MaskingType-Participant,phase,eta,0.1729936644522411,0.0,0.0,81170,MaskingType-Participant,phase
start_date,study_design_info/masking,eta,0.17255281393389,1.4232809810449212e-263,1.425331818193401e-262,42635,study_design_info/masking,start_date__days
Experimental Arm Number,patient_data/sharing_ipd,eta,0.1724554320460935,8.286333100032938e-89,3.93912551608953e-88,13438,Experimental Arm Number,patient_data/sharing_ipd
Biological intervention Number,eligibility/healthy_volunteers,eta,0.1718778778329322,0.0,0.0,81613,Biological intervention Number,eligibility/healthy_volunteers
condition_browse/mesh_term,start_date,abs_spearman,0.17157035200056675,2.094276230508603e-280,2.1986736861079743e-279,42855,condition_browse/mesh_term__is_nn,start_date__days
MaskingType-Care Provider,intervention/intervention_name,abs_spearman,0.17125548268587704,0.0,0.0,81170,MaskingType-Care Provider,intervention/intervention_name__n_items
Drug intervention Number,ipd_info_type-Informed Consent Form (ICF),abs_spearman,0.17102795416776165,1.5210477957680312e-15,3.583485484945022e-15,2145,Drug intervention Number,ipd_info_type-Informed Consent Form (ICF)
ipd_info_type-Informed Consent Form (ICF),oversight_info/is_fda_regulated_drug,eta,0.17058034822506327,5.614160360860792e-11,1.187413709920344e-10,1457,ipd_info_type-Informed Consent Form (ICF),oversight_info/is_fda_regulated_drug
dropout_rate,study_design_info/intervention_model,eta,0.17025260684559085,1.5306638881151402e-241,1.4775158364444757e-240,38137,study_design_info/intervention_model,dropout_rate
eligibility/gender,eligibility/healthy_volunteers,cramers_v,0.17023470155219797,0.0,0.0,71109,eligibility/gender,eligibility/healthy_volunteers
mortality_rate,study_design_info/primary_purpose,eta,0.1685541565048352,2.5224348655346103e-106,1.361096453064095e-105,17911,study_design_info/primary_purpose,mortality_rate
failure_reason,sponsors/lead_sponsor/agency_class,cramers_v,0.1685372173133973,2.2711089010009224e-181,1.7977456562592723e-180,10204,sponsors/lead_sponsor/agency_class,failure_reason
Active Comparator Arm Number,study_design_info/allocation,eta,0.16736085890265479,0.0,0.0,52870,Active Comparator Arm Number,study_design_info/allocation
dropout_YN,study_design_info/primary_purpose,eta,0.1665181377200357,3.5556289787018663e-224,3.2345054191070643e-223,37812,study_design_info/primary_purpose,dropout_YN
ipd_info_type-Clinical Study Report (CSR),location/facility/address/city,abs_spearman,0.16642751899343863,8.65409501057949e-15,2.007542066873413e-14,2145,ipd_info_type-Clinical Study Report (CSR),location/facility/address/city__n_items
intervention_browse/mesh_term,mortality_rate,abs_spearman,0.1660542540055714,6.101031219284563e-111,3.419529594679654e-110,17916,intervention_browse/mesh_term__n_items,mortality_rate
dropout_YN,eligibility/healthy_volunteers,eta,0.16556344539938816,2.7625414886125573e-233,2.6157579490268766e-232,38268,eligibility/healthy_volunteers,dropout_YN
intervention_browse/mesh_term,ipd_info_type-Clinical Study Report (CSR),abs_spearman,0.16509970677840932,1.4165349812966974e-14,3.272911609046558e-14,2145,intervention_browse/mesh_term__n_items,ipd_info_type-Clinical Study Report (CSR)
MaskingType-Outcomes Assessor,intervention/intervention_name,abs_spearman,0.16468470769117033,0.0,0.0,81170,MaskingType-Outcomes Assessor,intervention/intervention_name__n_items
MaskingType-Participant,mortality_YN,abs_spearman,0.16436547415591493,1.5007391714555451e-108,8.238655009175386e-108,17890,MaskingType-Participant,mortality_YN
completion_date,eligibility/healthy_volunteers,eta,0.16434936846006556,0.0,0.0,81613,eligibility/healthy_volunteers,completion_date__is_nn
dropout_rate,study_design_info/primary_purpose,eta,0.16398337882324668,3.810380488129642e-217,3.39514671698731e-216,37812,study_design_info/primary_purpose,dropout_rate
oversight_info/has_dmc,phase,cramers_v,0.1639296570320102,2.8325157678258665e-267,2.8949977332926135e-266,45926,oversight_info/has_dmc,phase
intervention_browse/mesh_term,start_date,abs_spearman,0.16364288690652215,6.092975404028546e-255,6.049454151142627e-254,42855,intervention_browse/mesh_term__n_items,start_date__days
Procedure intervention Number,intervention/intervention_name,abs_spearman,0.16287869605765862,0.0,0.0,71221,Procedure intervention Number,intervention/intervention_name__n_items
ipd_info_type-Informed Consent Form (ICF),sponsors/lead_sponsor/agency_class,eta,0.162367541697459,2.312907610654568e-12,5.032782684423684e-12,2145,ipd_info_type-Informed Consent Form (ICF),sponsors/lead_sponsor/agency_class
duration_month,number_of_arms,abs_spearman,0.161282210819959,2.1957365227334715e-244,2.1433102293535993e-243,42293,number_of_arms,duration_month
phase,study_design_info/masking,cramers_v,0.1610824500559096,0.0,0.0,75043,phase,study_design_info/masking
ipd_info_type-Study Protocol,responsible_party/responsible_party_type,eta,0.1609361718697862,7.005906454228778e-13,1.5408560081294306e-12,2136,ipd_info_type-Study Protocol,responsible_party/responsible_party_type
duration_day,number_of_arms,abs_spearman,0.16088598144251218,3.516867723046713e-243,3.404210400442153e-242,42293,number_of_arms,duration_day
duration_year,number_of_arms,abs_spearman,0.16088598144251218,3.516867723046713e-243,3.404210400442153e-242,42293,number_of_arms,duration_year
failure_reason,location/facility/address/city,eta,0.16011755569627192,1.4337359165923557e-116,8.262408474557938e-116,20769,location/facility/address/city__n_items,failure_reason
number_of_arms,sae_rate,abs_spearman,0.15980757853006394,1.2739401540648586e-102,6.687223618391818e-102,17886,number_of_arms,sae_rate
ipd_info_type-Clinical Study Report (CSR),mortality_rate,abs_spearman,0.15919592462243135,8.688523146365252e-12,1.8671996248373067e-11,1818,ipd_info_type-Clinical Study Report (CSR),mortality_rate
MaskingType-Outcomes Assessor,phase,eta,0.15886082195441778,0.0,0.0,81170,MaskingType-Outcomes Assessor,phase
enrollment,ipd_info_type-Clinical Study Report (CSR),abs_spearman,0.15878715959499393,1.395279395006446e-13,3.1220836430440434e-13,2145,enrollment,ipd_info_type-Clinical Study Report (CSR)
smiless,sponsors/lead_sponsor/agency_class,eta,0.1583493236163671,0.0,0.0,71221,smiless__is_nn,sponsors/lead_sponsor/agency_class
MaskingType-Investigator,ipd_info_type-Clinical Study Report (CSR),abs_spearman,0.1583200222336618,1.6466741550102844e-13,3.677501727931066e-13,2145,MaskingType-Investigator,ipd_info_type-Clinical Study Report (CSR)
dropout_rate,study_design_info/masking,eta,0.1562428019111454,7.343683838673711e-190,5.920951586865695e-189,38218,study_design_info/masking,dropout_rate
phase,regulatory_pass,eta,0.1559751696056645,1.8346032031659678e-163,1.3393374224793566e-162,30683,phase,regulatory_pass
approval_outcome,phase,eta,0.1559751696056645,1.8346032031659678e-163,1.3393374224793566e-162,30683,phase,approval_outcome
Drug intervention Number,Other intervention Number,abs_spearman,0.15560555773124649,0.0,0.0,71221,Drug intervention Number,Other intervention Number
duration_year,study_design_info/masking,eta,0.1555642382826628,3.127101813911689e-211,2.6897719810258226e-210,42635,study_design_info/masking,duration_year
duration_day,study_design_info/masking,eta,0.15556423828266278,3.1271018139120358e-211,2.6897719810258226e-210,42635,study_design_info/masking,duration_day
dropout_YN,ipd_info_type-Informed Consent Form (ICF),abs_spearman,0.1555203460725678,7.242689148215524e-13,1.5919256666697627e-12,2105,ipd_info_type-Informed Consent Form (ICF),dropout_YN
duration_month,study_design_info/masking,eta,0.15534567062328467,1.3503296925915088e-210,1.1586162177174057e-209,42635,study_design_info/masking,duration_month
Drug intervention Number,MaskingType-Care Provider,abs_spearman,0.15499868123585286,0.0,0.0,81170,Drug intervention Number,MaskingType-Care Provider
mortality_YN,study_design_info/masking_num,abs_spearman,0.154687375091074,3.23734388902271e-96,1.6140272617437474e-95,17890,study_design_info/masking_num,mortality_YN
Placebo Comparator Arm Number,sae_rate,abs_spearman,0.15401818739951154,2.2645446833579213e-95,1.1225809949598825e-94,17886,Placebo Comparator Arm Number,sae_rate
dropout_YN,regulatory_pass,abs_spearman,0.15401052420253733,9.744273976914941e-76,4.2432772017267445e-75,14131,dropout_YN,regulatory_pass
approval_outcome,dropout_YN,abs_spearman,0.15401052420253733,9.744273976914941e-76,4.2432772017267445e-75,14131,dropout_YN,approval_outcome
sae_YN,study_design_info/masking,eta,0.15393377181532678,1.7655701298925503e-80,7.988745053875796e-80,17890,study_design_info/masking,sae_YN
enrollment,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.15376576578755907,8.067788213818567e-13,1.7721595475992112e-12,2145,enrollment,ipd_info_type-Statistical Analysis Plan (SAP)
MaskingType-Investigator,sponsors/lead_sponsor/agency_class,eta,0.15289552946605925,0.0,0.0,70854,MaskingType-Investigator,sponsors/lead_sponsor/agency_class
ipd_info_type-Informed Consent Form (ICF),sae_YN,abs_spearman,0.1526445349860238,6.055680925904484e-11,1.2792395876910688e-10,1818,ipd_info_type-Informed Consent Form (ICF),sae_YN
failure_reason,mortality_YN,eta,0.1525210611324594,3.259969265954293e-16,7.801923690903008e-16,3199,mortality_YN,failure_reason
number_of_arms,patient_data/sharing_ipd,eta,0.15218506784347038,4.3455386629980147e-69,1.8106411095825063e-68,13438,number_of_arms,patient_data/sharing_ipd
ipd_info_type-Informed Consent Form (ICF),study_design_info/intervention_model,eta,0.15215789288901957,3.5520981010444814e-10,7.299551094695194e-10,2140,ipd_info_type-Informed Consent Form (ICF),study_design_info/intervention_model
enrollment,mortality_rate,abs_spearman,0.1520861229899261,5.4667627589534825e-93,2.6831921733564057e-92,17881,enrollment,mortality_rate
completion_date,study_design_info/intervention_model,eta,0.15160598352021845,0.0,0.0,80897,study_design_info/intervention_model,completion_date__is_nn
execution_fail,oversight_info/is_fda_regulated_drug,eta,0.1513265971648532,1.4940765209589572e-70,6.293231406463486e-70,13615,oversight_info/is_fda_regulated_drug,execution_fail
execution_pass,oversight_info/is_fda_regulated_drug,eta,0.15132659716485317,1.4940765209589572e-70,6.293231406463486e-70,13615,oversight_info/is_fda_regulated_drug,execution_pass
mortality_YN,patient_data/sharing_ipd,eta,0.15119201622233103,1.251555812165455e-50,4.506897872823789e-50,9941,patient_data/sharing_ipd,mortality_YN
Active Comparator Arm Number,Drug intervention Number,abs_spearman,0.15117273539011555,0.0,0.0,69293,Active Comparator Arm Number,Drug intervention Number
enrollment,start_date,abs_spearman,0.15103516081287563,4.386392202556014e-83,2.0135684153080777e-82,16162,enrollment,start_date__days
dropout_YN,study_design_info/masking,eta,0.15084385787431698,5.274617831304246e-176,4.128220036887895e-175,38218,study_design_info/masking,dropout_YN
MaskingType-Care Provider,phase,eta,0.15078486911470712,0.0,0.0,81170,MaskingType-Care Provider,phase
Drug intervention Number,Experimental Arm Number,abs_spearman,0.1507068313567537,0.0,0.0,78123,Drug intervention Number,Experimental Arm Number
dropout_YN,mortality_YN,abs_spearman,0.15043546527980775,5.839928711227041e-91,2.8264278929685193e-90,17873,dropout_YN,mortality_YN
mortality_rate,oversight_info/has_dmc,eta,0.15020191127195476,1.0181600345869798e-81,4.643183884763457e-81,16069,oversight_info/has_dmc,mortality_rate
ipd_info_type-Statistical Analysis Plan (SAP),phase,eta,0.14899381814084706,3.851692056392986e-11,8.176316368946625e-11,2297,ipd_info_type-Statistical Analysis Plan (SAP),phase
Procedure intervention Number,sponsors/lead_sponsor/agency_class,eta,0.14896468187796444,0.0,0.0,71221,Procedure intervention Number,sponsors/lead_sponsor/agency_class
number_of_arms,phase,eta,0.14842847368053136,0.0,0.0,78123,number_of_arms,phase
No Intervention Arm Number,intervention/intervention_name,abs_spearman,0.14816569713091718,0.0,0.0,69293,No Intervention Arm Number,intervention/intervention_name__n_items
execution_pass,patient_data/sharing_ipd,eta,0.14773927693514274,8.64933580341543e-63,3.415504763280525e-62,12954,patient_data/sharing_ipd,execution_pass
execution_fail,patient_data/sharing_ipd,eta,0.14773927693514274,8.64933580341543e-63,3.415504763280525e-62,12954,patient_data/sharing_ipd,execution_fail
mortality_rate,study_design_info/allocation,eta,0.14762976626571925,1.7212998506356642e-65,7.012329403234388e-65,13259,study_design_info/allocation,mortality_rate
execution_fail,ipd_info_type-Informed Consent Form (ICF),abs_spearman,0.14746874804103757,1.0528044777432037e-11,2.2569374214420928e-11,2105,ipd_info_type-Informed Consent Form (ICF),execution_fail
execution_pass,ipd_info_type-Informed Consent Form (ICF),abs_spearman,0.14746874804103757,1.0528044777432037e-11,2.2569374214420928e-11,2105,ipd_info_type-Informed Consent Form (ICF),execution_pass
failure_reason,intervention/intervention_type,eta,0.14742465906378155,1.4105083764666211e-98,7.124297395670797e-98,20769,intervention/intervention_type__is_nn,failure_reason
approval_outcome,study_design_info/masking,eta,0.14731816829119984,4.795261827215928e-102,2.5020322596959985e-101,24224,study_design_info/masking,approval_outcome
regulatory_pass,study_design_info/masking,eta,0.14731816829119984,4.795261827215928e-102,2.5020322596959985e-101,24224,study_design_info/masking,regulatory_pass
regulatory_pass,responsible_party/responsible_party_type,eta,0.1469645421620457,2.0818457492578568e-104,1.1147016916288217e-103,21870,responsible_party/responsible_party_type,regulatory_pass
approval_outcome,responsible_party/responsible_party_type,eta,0.1469645421620457,2.0818457492578568e-104,1.1147016916288217e-103,21870,responsible_party/responsible_party_type,approval_outcome
location/facility/address/city,responsible_party/responsible_party_type,eta,0.14600475006407784,2.56188e-318,2.899846e-317,67878,location/facility/address/city__n_items,responsible_party/responsible_party_type
Experimental Arm Number,study_design_info/allocation,eta,0.14584947073562704,4.296928097085721e-279,4.497537691979783e-278,59269,Experimental Arm Number,study_design_info/allocation
Radiation intervention Number,mortality_rate,abs_spearman,0.14573194301225303,1.277182819177559e-85,5.965336420217765e-85,17916,Radiation intervention Number,mortality_rate
ipd_info_type-Informed Consent Form (ICF),start_date,abs_spearman,0.14569276712089435,1.2025276552051411e-11,2.5699776149064363e-11,2145,ipd_info_type-Informed Consent Form (ICF),start_date__is_nn
completion_date,ipd_info_type-Informed Consent Form (ICF),abs_spearman,0.14569276712089435,1.2025276552051411e-11,2.5699776149064363e-11,2145,ipd_info_type-Informed Consent Form (ICF),completion_date__is_nn
start_date,study_design_info/primary_purpose,eta,0.14530407027117695,0.0,0.0,80983,study_design_info/primary_purpose,start_date__is_nn
completion_date,study_design_info/primary_purpose,eta,0.14530407027117695,0.0,0.0,80983,study_design_info/primary_purpose,completion_date__is_nn
condition_browse/mesh_term,mortality_rate,abs_spearman,0.14520403619947767,5.226210657903354e-85,2.4312024144864997e-84,17916,condition_browse/mesh_term__is_nn,mortality_rate
mortality_rate,number_of_arms,abs_spearman,0.14502610727041218,1.155462683702776e-84,5.353643767822863e-84,17886,number_of_arms,mortality_rate
execution_pass,mortality_YN,abs_spearman,0.1450133583222679,9.972430313561742e-85,4.6267283497499405e-84,17903,mortality_YN,execution_pass
execution_fail,mortality_YN,abs_spearman,0.1450133583222679,9.972430313561742e-85,4.6267283497499405e-84,17903,mortality_YN,execution_fail
execution_fail,sponsors/lead_sponsor/agency_class,eta,0.14481664577381473,1.3813080899562883e-193,1.121505984251893e-192,42207,sponsors/lead_sponsor/agency_class,execution_fail
execution_pass,sponsors/lead_sponsor/agency_class,eta,0.1448166457738147,1.3813080899562883e-193,1.121505984251893e-192,42207,sponsors/lead_sponsor/agency_class,execution_pass
dropout_YN,responsible_party/responsible_party_type,eta,0.1446514553421075,4.10995974291433e-169,3.1251882071394525e-168,36674,responsible_party/responsible_party_type,dropout_YN
Drug intervention Number,enrollment,abs_spearman,0.14464910991272784,2.216499963663994e-206,1.8786188716420435e-205,44446,Drug intervention Number,enrollment
icdcode,sponsors/lead_sponsor/agency_class,eta,0.14375742960812113,3.66e-322,4.15e-321,71221,icdcode__n_items,sponsors/lead_sponsor/agency_class
oversight_info/is_fda_regulated_drug,phase,cramers_v,0.14364139521513444,2.990489528583409e-61,1.1585229779071735e-60,13761,oversight_info/is_fda_regulated_drug,phase
MaskingType-Outcomes Assessor,sae_rate,abs_spearman,0.14363975097599832,4.324647961547095e-83,1.9878507495206555e-82,17890,MaskingType-Outcomes Assessor,sae_rate
condition_browse/mesh_term,mortality_YN,abs_spearman,0.1434612547974004,5.272426273100636e-83,2.4171083507948165e-82,17916,condition_browse/mesh_term__is_nn,mortality_YN
failure_reason,patient_data/sharing_ipd,cramers_v,0.1431383912157002,6.606421643688864e-18,1.6304911372030398e-17,2274,patient_data/sharing_ipd,failure_reason
dropout_rate,regulatory_pass,abs_spearman,0.1429780039187318,1.997378539436585e-65,8.118000496540508e-65,14131,dropout_rate,regulatory_pass
approval_outcome,dropout_rate,abs_spearman,0.1429780039187318,1.997378539436585e-65,8.118000496540508e-65,14131,dropout_rate,approval_outcome
ipd_info_type-Clinical Study Report (CSR),oversight_info/has_dmc,eta,0.14260516551246846,3.495381265154963e-10,7.18724845941627e-10,1919,ipd_info_type-Clinical Study Report (CSR),oversight_info/has_dmc
dropout_rate,enrollment,abs_spearman,0.14258678823532914,4.26677892942718e-173,3.294901506613211e-172,38301,enrollment,dropout_rate
study_design_info/intervention_model,study_design_info/primary_purpose,cramers_v,0.14236831499404518,0.0,0.0,80137,study_design_info/intervention_model,study_design_info/primary_purpose
oversight_info/is_fda_regulated_drug,start_date,eta,0.14215371850430011,4.840949005917526e-63,1.9269527829969535e-62,13761,oversight_info/is_fda_regulated_drug,start_date__is_nn
completion_date,oversight_info/is_fda_regulated_drug,eta,0.14215371850430011,4.840949005917526e-63,1.9269527829969535e-62,13761,oversight_info/is_fda_regulated_drug,completion_date__is_nn
Placebo Comparator Arm Number,intervention_browse/mesh_term,abs_spearman,0.14197766345328638,0.0,0.0,78123,Placebo Comparator Arm Number,intervention_browse/mesh_term__n_items
MaskingType-Outcomes Assessor,mortality_rate,abs_spearman,0.1417157393178549,6.587129108658102e-81,2.9843903067258024e-80,17890,MaskingType-Outcomes Assessor,mortality_rate
intervention/intervention_type,study_design_info/masking,eta,0.14126457812203463,0.0,0.0,75043,study_design_info/masking,intervention/intervention_type__is_nn
duration_day,execution_fail,abs_spearman,0.1411103876114835,9.731786680386881e-90,4.658121035033665e-89,20062,duration_day,execution_fail
duration_year,execution_pass,abs_spearman,0.1411103876114835,9.731786680386881e-90,4.658121035033665e-89,20062,duration_year,execution_pass
duration_year,execution_fail,abs_spearman,0.1411103876114835,9.731786680386881e-90,4.658121035033665e-89,20062,duration_year,execution_fail
duration_day,execution_pass,abs_spearman,0.1411103876114835,9.731786680386881e-90,4.658121035033665e-89,20062,duration_day,execution_pass
duration_month,execution_pass,abs_spearman,0.14088382907132874,1.874247992263419e-89,8.921933935774494e-89,20062,duration_month,execution_pass
duration_month,execution_fail,abs_spearman,0.14088382907132874,1.874247992263419e-89,8.921933935774494e-89,20062,duration_month,execution_fail
Active Comparator Arm Number,study_design_info/masking_num,abs_spearman,0.14069540746370549,1.432700819054195e-302,1.5957164571196563e-301,69142,Active Comparator Arm Number,study_design_info/masking_num
MaskingType-Investigator,mortality_YN,abs_spearman,0.1403610653922832,2.1739917697386653e-79,9.7857790153392e-79,17890,MaskingType-Investigator,mortality_YN
location/facility/address/city,study_design_info/intervention_model,eta,0.14033500405723962,0.0,0.0,80897,location/facility/address/city__n_items,study_design_info/intervention_model
Active Comparator Arm Number,smiless,abs_spearman,0.14023907800886942,2.9461823081150095e-301,3.2709212526196994e-300,69293,Active Comparator Arm Number,smiless__n_items
completion_date,ipd_info_type-Clinical Study Report (CSR),abs_spearman,0.13999186321625082,5.0980322934167755e-09,1.0071439579092265e-08,1728,ipd_info_type-Clinical Study Report (CSR),completion_date__days
condition_browse/mesh_term,dropout_rate,abs_spearman,0.13988512924209784,1.2881719586810046e-166,9.544557689587401e-166,38302,condition_browse/mesh_term__is_nn,dropout_rate
oversight_info/has_dmc,responsible_party/responsible_party_type,cramers_v,0.13964651481778,1.1401036666618976e-151,7.814320003254623e-151,35645,oversight_info/has_dmc,responsible_party/responsible_party_type
completion_date,execution_fail,abs_spearman,0.13914755509362856,2.7444880071999725e-87,1.2940428527842474e-86,20062,completion_date__days,execution_fail
completion_date,execution_pass,abs_spearman,0.13914755509362856,2.7444880071999725e-87,1.2940428527842474e-86,20062,completion_date__days,execution_pass
mortality_rate,smiless,abs_spearman,0.13898210267446828,5.716303437221732e-78,2.5532332190675476e-77,17916,smiless__n_items,mortality_rate
brief_title,phase,eta,0.13870821238233594,0.0,0.0,81786,brief_title__n_items,phase
intervention_browse/mesh_term,mortality_YN,abs_spearman,0.13811087583375095,5.215448770241395e-77,2.3058122743751715e-76,17916,intervention_browse/mesh_term__n_items,mortality_YN
sponsors/lead_sponsor/agency_class,study_design_info/masking,cramers_v,0.13786506355990824,0.0,0.0,64727,sponsors/lead_sponsor/agency_class,study_design_info/masking
Placebo Comparator Arm Number,mortality_YN,abs_spearman,0.1371263072114461,8.296551672733017e-76,3.6219242541139743e-75,17886,Placebo Comparator Arm Number,mortality_YN
MaskingType-Investigator,dropout_YN,abs_spearman,0.13689270918717086,3.0733146783394074e-159,2.184001739719722e-158,38218,MaskingType-Investigator,dropout_YN
Behavioral intervention Number,ipd_info_type-Clinical Study Report (CSR),abs_spearman,0.13678849976767984,1.9982901275958542e-10,4.155630277316334e-10,2145,Behavioral intervention Number,ipd_info_type-Clinical Study Report (CSR)
No Intervention Arm Number,sponsors/lead_sponsor/agency_class,eta,0.13656233350594094,1.6336068473847259e-282,1.7307267666652204e-281,69293,No Intervention Arm Number,sponsors/lead_sponsor/agency_class
Experimental Arm Number,ipd_info_type-Clinical Study Report (CSR),abs_spearman,0.13599644318980267,2.694143730562753e-10,5.57602707784727e-10,2139,Experimental Arm Number,ipd_info_type-Clinical Study Report (CSR)
Biological intervention Number,eligibility/maximum_age,abs_spearman,0.13588871816717313,2.5093804819595008e-175,1.9551787387464723e-174,42760,Biological intervention Number,eligibility/maximum_age__years
Radiation intervention Number,intervention/intervention_name,abs_spearman,0.13588326912380558,0.0,0.0,81786,Radiation intervention Number,intervention/intervention_name__n_items
intervention/intervention_name,study_design_info/masking,eta,0.13558820887092604,7.163528129109272e-286,7.635969401427827e-285,75043,intervention/intervention_name__n_items,study_design_info/masking
Sham Comparator Arm Number,study_design_info/masking,eta,0.13478252973411353,4.570364722033185e-239,4.387297626813623e-238,64055,Sham Comparator Arm Number,study_design_info/masking
MaskingType-Participant,ipd_info_type-Clinical Study Report (CSR),abs_spearman,0.1346518057831074,3.8207211969101277e-10,7.837665973590728e-10,2145,MaskingType-Participant,ipd_info_type-Clinical Study Report (CSR)
Radiation intervention Number,sponsors/lead_sponsor/agency_class,eta,0.13425310726905373,1.5208031943715726e-280,1.60145184861855e-279,71221,Radiation intervention Number,sponsors/lead_sponsor/agency_class
Drug intervention Number,icdcode,abs_spearman,0.13402796776912942,0.0,0.0,81786,Drug intervention Number,icdcode__is_nn
Experimental Arm Number,failure_reason,eta,0.13374763078083632,1.0688869849178271e-73,4.614139469055216e-73,18919,Experimental Arm Number,failure_reason
No Intervention Arm Number,study_design_info/masking,eta,0.1337183953432372,4.512423326563758e-235,4.284336355139087e-234,64055,No Intervention Arm Number,study_design_info/masking
duration_month,intervention_browse/mesh_term,abs_spearman,0.13368887275154412,4.3869654887004154e-170,3.372722361334943e-169,42855,intervention_browse/mesh_term__n_items,duration_month
enrollment,failure_reason,eta,0.1336364951338867,1.9025174415595665e-24,5.201611415750979e-24,6304,enrollment,failure_reason
duration_year,intervention_browse/mesh_term,abs_spearman,0.13323985744911931,6.01380329642118e-169,4.543036185883392e-168,42855,intervention_browse/mesh_term__n_items,duration_year
duration_day,intervention_browse/mesh_term,abs_spearman,0.13323985744911931,6.01380329642118e-169,4.543036185883392e-168,42855,intervention_browse/mesh_term__n_items,duration_day
condition_browse/mesh_term,eligibility/gender,eta,0.13252317628083132,9.72734942565331e-275,1.0120520734774027e-273,71221,condition_browse/mesh_term__is_nn,eligibility/gender
Device intervention Number,study_design_info/masking,eta,0.1323319954873899,1.836654862639559e-232,1.7203168861650856e-231,64727,Device intervention Number,study_design_info/masking
Biological intervention Number,sae_YN,abs_spearman,0.13232692631737186,8.586844850543323e-71,3.643380446353852e-70,17916,Biological intervention Number,sae_YN
Behavioral intervention Number,study_design_info/masking,eta,0.13227418524778972,2.632304542935058e-271,2.722398299612895e-270,75043,Behavioral intervention Number,study_design_info/masking
phase,smiless,eta,0.13178721996768983,2.17212199931037e-310,2.434878692775336e-309,81786,phase,smiless__is_nn
dropout_rate,start_date,abs_spearman,0.13135985108777717,3.965315918453367e-63,1.5838474501868336e-62,16162,dropout_rate,start_date__days
ipd_info_type-Statistical Analysis Plan (SAP),regulatory_pass,abs_spearman,0.13125574253344532,0.00032496706714405226,0.0005301692762091933,746,ipd_info_type-Statistical Analysis Plan (SAP),regulatory_pass
approval_outcome,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.13125574253344532,0.00032496706714405226,0.0005301692762091933,746,ipd_info_type-Statistical Analysis Plan (SAP),approval_outcome
MaskingType-Care Provider,mortality_rate,abs_spearman,0.13124315862485228,1.4675650798046103e-69,6.144323677495205e-69,17890,MaskingType-Care Provider,mortality_rate
dropout_YN,duration_year,abs_spearman,0.1312131299689243,5.449024611048854e-63,2.164041202673688e-62,16162,dropout_YN,duration_year
dropout_YN,duration_day,abs_spearman,0.1312131299689243,5.449024611048854e-63,2.164041202673688e-62,16162,dropout_YN,duration_day
Radiation intervention Number,duration_month,abs_spearman,0.13097875641361614,2.783582171557631e-163,2.027871707790937e-162,42855,Radiation intervention Number,duration_month
Radiation intervention Number,duration_day,abs_spearman,0.13094238935949026,3.426950749952934e-163,2.4861490304982146e-162,42855,Radiation intervention Number,duration_day
Radiation intervention Number,duration_year,abs_spearman,0.13094238935949026,3.426950749952934e-163,2.4861490304982146e-162,42855,Radiation intervention Number,duration_year
dropout_YN,duration_month,abs_spearman,0.13083063015590812,1.2457876513320834e-62,4.913861621315539e-62,16162,dropout_YN,duration_month
responsible_party/responsible_party_type,study_design_info/masking,cramers_v,0.13081239994271127,0.0,0.0,63064,responsible_party/responsible_party_type,study_design_info/masking
condition,duration_month,abs_spearman,0.13075837518873118,9.804842063801485e-163,7.098297119106284e-162,42855,condition__n_items,duration_month
condition,duration_year,abs_spearman,0.1306885495189659,1.4605022505617106e-162,1.0529554607265445e-161,42855,condition__n_items,duration_year
condition,duration_day,abs_spearman,0.1306885495189659,1.4605022505617106e-162,1.0529554607265445e-161,42855,condition__n_items,duration_day
dropout_rate,phase,eta,0.1305083091543166,2.7724858461155724e-142,1.8281571755695662e-141,38302,phase,dropout_rate
ipd_info_type-Informed Consent Form (ICF),responsible_party/responsible_party_type,eta,0.12954909319106958,1.4473646571177167e-08,2.831977580790577e-08,2136,ipd_info_type-Informed Consent Form (ICF),responsible_party/responsible_party_type
condition_browse/mesh_term,sponsors/lead_sponsor/agency_class,eta,0.12920806944938815,1.2124612943191006e-259,1.2107192522295615e-258,71221,condition_browse/mesh_term__n_items,sponsors/lead_sponsor/agency_class
