col_a,col_b,metric,effect_size,p,p_adj,n_valid,via_feat_a,via_feat_b
phase,smiless,eta,0.13178721996768983,2.17212199931037e-310,2.434878692775336e-309,81786,phase,smiless__is_nn
dropout_rate,start_date,abs_spearman,0.13135985108777717,3.965315918453367e-63,1.5838474501868336e-62,16162,dropout_rate,start_date__days
ipd_info_type-Statistical Analysis Plan (SAP),regulatory_pass,abs_spearman,0.13125574253344532,0.00032496706714405226,0.0005301692762091933,746,ipd_info_type-Statistical Analysis Plan (SAP),regulatory_pass
approval_outcome,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.13125574253344532,0.00032496706714405226,0.0005301692762091933,746,ipd_info_type-Statistical Analysis Plan (SAP),approval_outcome
MaskingType-Care Provider,mortality_rate,abs_spearman,0.13124315862485228,1.4675650798046103e-69,6.144323677495205e-69,17890,MaskingType-Care Provider,mortality_rate
dropout_YN,duration_year,abs_spearman,0.1312131299689243,5.449024611048854e-63,2.164041202673688e-62,16162,dropout_YN,duration_year
dropout_YN,duration_day,abs_spearman,0.1312131299689243,5.449024611048854e-63,2.164041202673688e-62,16162,dropout_YN,duration_day
Radiation intervention Number,duration_month,abs_spearman,0.13097875641361614,2.783582171557631e-163,2.027871707790937e-162,42855,Radiation intervention Number,duration_month
Radiation intervention Number,duration_day,abs_spearman,0.13094238935949026,3.426950749952934e-163,2.4861490304982146e-162,42855,Radiation intervention Number,duration_day
Radiation intervention Number,duration_year,abs_spearman,0.13094238935949026,3.426950749952934e-163,2.4861490304982146e-162,42855,Radiation intervention Number,duration_year
dropout_YN,duration_month,abs_spearman,0.13083063015590812,1.2457876513320834e-62,4.913861621315539e-62,16162,dropout_YN,duration_month
responsible_party/responsible_party_type,study_design_info/masking,cramers_v,0.13081239994271127,0.0,0.0,63064,responsible_party/responsible_party_type,study_design_info/masking
condition,duration_month,abs_spearman,0.13075837518873118,9.804842063801485e-163,7.098297119106284e-162,42855,condition__n_items,duration_month
condition,duration_year,abs_spearman,0.1306885495189659,1.4605022505617106e-162,1.0529554607265445e-161,42855,condition__n_items,duration_year
condition,duration_day,abs_spearman,0.1306885495189659,1.4605022505617106e-162,1.0529554607265445e-161,42855,condition__n_items,duration_day
dropout_rate,phase,eta,0.1305083091543166,2.7724858461155724e-142,1.8281571755695662e-141,38302,phase,dropout_rate
ipd_info_type-Informed Consent Form (ICF),responsible_party/responsible_party_type,eta,0.12954909319106958,1.4473646571177167e-08,2.831977580790577e-08,2136,ipd_info_type-Informed Consent Form (ICF),responsible_party/responsible_party_type
condition_browse/mesh_term,sponsors/lead_sponsor/agency_class,eta,0.12920806944938815,1.2124612943191006e-259,1.2107192522295615e-258,71221,condition_browse/mesh_term__n_items,sponsors/lead_sponsor/agency_class
eligibility/maximum_age,patient_data/sharing_ipd,eta,0.12919522879512935,8.872833605360267e-26,2.466647742290154e-25,6857,eligibility/maximum_age__years,patient_data/sharing_ipd
dropout_YN,study_design_info/masking_num,abs_spearman,0.12903290458714925,1.4809587730583028e-141,9.728415380675998e-141,38218,study_design_info/masking_num,dropout_YN
condition_browse/mesh_term,dropout_YN,abs_spearman,0.12870944431451614,3.7151490613106615e-141,2.4267186067771707e-140,38302,condition_browse/mesh_term__is_nn,dropout_YN
eligibility/healthy_volunteers,intervention_browse/mesh_term,eta,0.12867473090609763,2.8847609735005718e-298,3.172324171808382e-297,81613,eligibility/healthy_volunteers,intervention_browse/mesh_term__is_nn
condition,ipd_info_type-Informed Consent Form (ICF),abs_spearman,0.12846273173373954,2.359076671504073e-09,4.730404750996338e-09,2145,condition__n_items,ipd_info_type-Informed Consent Form (ICF)
Experimental Arm Number,ipd_info_type-Statistical Analysis Plan (SAP),abs_spearman,0.12822067056732164,7.369349386144885e-10,1.4984487487918946e-09,2290,Experimental Arm Number,ipd_info_type-Statistical Analysis Plan (SAP)
ipd_info_type-Clinical Study Report (CSR),study_design_info/masking_num,abs_spearman,0.12788691924952242,2.7824802073663607e-09,5.563359447985101e-09,2145,ipd_info_type-Clinical Study Report (CSR),study_design_info/masking_num
Behavioral intervention Number,sponsors/lead_sponsor/agency_class,eta,0.12781829027121241,4.96417623459654e-254,4.900713754324709e-253,71221,Behavioral intervention Number,sponsors/lead_sponsor/agency_class
eligibility/gender,phase,cramers_v,0.12773544649097152,0.0,0.0,71221,eligibility/gender,phase
eligibility/healthy_volunteers,smiless,eta,0.1275347528626199,5.325195107585994e-293,5.746910869211594e-292,81613,eligibility/healthy_volunteers,smiless__is_nn
dropout_YN,failure_reason,eta,0.12741506232876523,3.443246690016718e-22,9.050894287298105e-22,6299,dropout_YN,failure_reason
ipd_info_type-Statistical Analysis Plan (SAP),sae_rate,abs_spearman,0.12714093027967308,5.3461758160090314e-08,1.0179704635962403e-07,1818,ipd_info_type-Statistical Analysis Plan (SAP),sae_rate
enrollment,ipd_info_type-Informed Consent Form (ICF),abs_spearman,0.12712845547297644,3.454455039051336e-09,6.875275636141691e-09,2145,enrollment,ipd_info_type-Informed Consent Form (ICF)
smiless,start_date,abs_spearman,0.12707810696052646,9.617080583891536e-154,6.670529945912792e-153,42855,smiless__n_items,start_date__days
ipd_info_type-Analytic Code,responsible_party/responsible_party_type,eta,0.12685855928020423,3.0580912211992e-08,5.8776919212761165e-08,2136,ipd_info_type-Analytic Code,responsible_party/responsible_party_type
failure_reason,phase,cramers_v,0.12650729832336519,7.036822291404372e-209,6.022895926756206e-208,20769,phase,failure_reason
oversight_info/has_dmc,study_design_info/primary_purpose,cramers_v,0.1252315329059599,4.6235087023564036e-148,3.1016781352680504e-147,45283,oversight_info/has_dmc,study_design_info/primary_purpose
biology_fail,execution_pass,abs_spearman,0.1250231600115843,3.4771604113989363e-99,1.763960938629387e-98,28367,execution_pass,biology_fail
biology_pass,execution_pass,abs_spearman,0.1250231600115843,3.4771604113989363e-99,1.763960938629387e-98,28367,execution_pass,biology_pass
biology_pass,execution_fail,abs_spearman,0.1250231600115843,3.4771604113989363e-99,1.763960938629387e-98,28367,execution_fail,biology_pass
biology_fail,execution_fail,abs_spearman,0.1250231600115843,3.4771604113989363e-99,1.763960938629387e-98,28367,execution_fail,biology_fail
patient_data/sharing_ipd,study_design_info/primary_purpose,cramers_v,0.12466158017723299,3.2843549841653483e-79,1.4764726481209038e-78,13490,patient_data/sharing_ipd,study_design_info/primary_purpose
oversight_info/has_dmc,study_design_info/intervention_model,cramers_v,0.12417786051222766,3.93157103984656e-151,2.678864581071921e-150,45679,oversight_info/has_dmc,study_design_info/intervention_model
execution_fail,study_design_info/masking,eta,0.1241630001762441,4.0991503051397225e-162,2.9430882872645735e-161,52422,study_design_info/masking,execution_fail
execution_pass,study_design_info/masking,eta,0.12416300017624408,4.099150305139492e-162,2.9430882872645735e-161,52422,study_design_info/masking,execution_pass
icdcode,study_design_info/primary_purpose,eta,0.12402981623173963,1.3421630357496244e-264,1.3479816616271517e-263,80983,icdcode__is_nn,study_design_info/primary_purpose
patient_data/sharing_ipd,study_design_info/masking,cramers_v,0.12352602940338109,4.7264306616810737e-63,1.8856884672034135e-62,12943,patient_data/sharing_ipd,study_design_info/masking
eligibility/maximum_age,phase,eta,0.12351616373331138,3.7494717111050375e-142,2.467692082592804e-141,42760,eligibility/maximum_age__years,phase
eligibility/maximum_age,sae_YN,abs_spearman,0.12349386786709707,5.412583380702972e-31,1.602106239177413e-30,8723,eligibility/maximum_age__years,sae_YN
ipd_info_type-Clinical Study Report (CSR),phase,eta,0.1232516071128289,3.582005622282701e-07,6.635111693727284e-07,2145,ipd_info_type-Clinical Study Report (CSR),phase
icdcode,mortality_rate,abs_spearman,0.12294769649546607,2.714534560614713e-61,1.0527910265776928e-60,17916,icdcode__n_items,mortality_rate
enrollment,sae_rate,abs_spearman,0.12288236125883109,4.106020073741685e-61,1.5871434656565467e-60,17881,enrollment,sae_rate
ipd_info_type-Clinical Study Report (CSR),number_of_arms,abs_spearman,0.12280094716089918,1.2142200214002985e-08,2.3798164548031794e-08,2139,ipd_info_type-Clinical Study Report (CSR),number_of_arms
location/facility/address/city,study_design_info/masking,eta,0.12274003625773455,1.5832700437259e-231,1.4789955381579308e-230,75043,location/facility/address/city__is_nn,study_design_info/masking
failure_reason,start_date,eta,0.12273318927699035,1.4891179035546148e-22,3.9441194472959504e-22,6904,start_date__days,failure_reason
ipd_info_type-Informed Consent Form (ICF),mortality_YN,abs_spearman,0.12266493316851008,1.5508730093688654e-07,2.9162790625307396e-07,1818,ipd_info_type-Informed Consent Form (ICF),mortality_YN
ipd_info_type-Informed Consent Form (ICF),oversight_info/has_dmc,eta,0.12266168410024146,7.036737920056354e-08,1.3362111624150728e-07,1919,ipd_info_type-Informed Consent Form (ICF),oversight_info/has_dmc
eligibility/healthy_volunteers,location/facility/address/city,eta,0.12222120921645821,4.321913841410207e-269,4.430280412655006e-268,81613,eligibility/healthy_volunteers,location/facility/address/city__n_items
Drug intervention Number,No Intervention Arm Number,abs_spearman,0.12192922323479592,1.0605806914149872e-227,9.750047361553122e-227,69293,Drug intervention Number,No Intervention Arm Number
smiless,study_design_info/primary_purpose,eta,0.12175092073024786,1.1775288389555065e-254,1.1657870983961212e-253,80983,smiless__is_nn,study_design_info/primary_purpose
Experimental Arm Number,location/facility/address/city,abs_spearman,0.1216097049638398,4.177745448914978e-255,4.159789522916777e-254,78123,Experimental Arm Number,location/facility/address/city__n_items
MaskingType-Participant,dropout_YN,abs_spearman,0.12133323305719537,2.8146898701475807e-125,1.6951555110507526e-124,38218,MaskingType-Participant,dropout_YN
Experimental Arm Number,regulatory_pass,abs_spearman,0.1207732196235231,4.6215552320659566e-92,2.255604554976011e-91,28187,Experimental Arm Number,regulatory_pass
Experimental Arm Number,approval_outcome,abs_spearman,0.1207732196235231,4.6215552320659566e-92,2.255604554976011e-91,28187,Experimental Arm Number,approval_outcome
study_design_info/masking_num,study_design_info/primary_purpose,eta,0.12066096482472731,3.849787329032541e-248,3.768453793912136e-247,80406,study_design_info/masking_num,study_design_info/primary_purpose
dropout_rate,study_design_info/allocation,eta,0.12041318340328325,3.7693753196335087e-94,1.8553228379215924e-93,29014,study_design_info/allocation,dropout_rate
Experimental Arm Number,duration_month,abs_spearman,0.12031593779097942,3.966207711226708e-136,2.5335609920060316e-135,42293,Experimental Arm Number,duration_month
Active Comparator Arm Number,responsible_party/responsible_party_type,eta,0.12002857857345763,1.3211723551308974e-211,1.1420581925571812e-210,66924,Active Comparator Arm Number,responsible_party/responsible_party_type
Active Comparator Arm Number,MaskingType-Participant,abs_spearman,0.11985187130342734,1.5038988020052754e-219,1.3434571560329902e-218,69142,Active Comparator Arm Number,MaskingType-Participant
ipd_info_type-Informed Consent Form (ICF),mortality_rate,abs_spearman,0.11955754773103831,3.1786037608412483e-07,5.89101230342578e-07,1818,ipd_info_type-Informed Consent Form (ICF),mortality_rate
Experimental Arm Number,duration_year,abs_spearman,0.11955527712620266,2.000689146286556e-134,1.2617776376308135e-133,42293,Experimental Arm Number,duration_year
Experimental Arm Number,duration_day,abs_spearman,0.11955527712620266,2.000689146286556e-134,1.2617776376308135e-133,42293,Experimental Arm Number,duration_day
Radiation intervention Number,mortality_YN,abs_spearman,0.11882767262383806,2.40300574342387e-57,9.126169353440381e-57,17916,Radiation intervention Number,mortality_YN
execution_pass,study_design_info/primary_purpose,eta,0.11853792504473566,7.282294486156683e-153,5.011083829583064e-152,52095,study_design_info/primary_purpose,execution_pass
execution_fail,study_design_info/primary_purpose,eta,0.11853792504473565,7.282294486156683e-153,5.011083829583064e-152,52095,study_design_info/primary_purpose,execution_fail
sponsors/lead_sponsor/agency_class,study_design_info/masking_num,eta,0.11837894943635413,1.8997847671985794e-216,1.688427638367024e-215,70854,sponsors/lead_sponsor/agency_class,study_design_info/masking_num
Device intervention Number,Sham Comparator Arm Number,abs_spearman,0.11817493717529833,6.317735895046265e-214,5.530008119719338e-213,69293,Device intervention Number,Sham Comparator Arm Number
Radiation intervention Number,study_design_info/masking_num,abs_spearman,0.11808719722094269,7.343678519875087e-250,7.208836965131619e-249,81170,Radiation intervention Number,study_design_info/masking_num
MaskingType-Participant,sponsors/lead_sponsor/agency_class,eta,0.11784536111151112,1.7514318346472251e-214,1.5369256629795727e-213,70854,MaskingType-Participant,sponsors/lead_sponsor/agency_class
eligibility/healthy_volunteers,failure_reason,cramers_v,0.11770531740177184,6.8991613853433905e-62,2.6907503719493023e-61,20706,eligibility/healthy_volunteers,failure_reason
failure_reason,oversight_info/is_fda_regulated_drug,cramers_v,0.11751713644914653,8.859433414407919e-14,2.0023844162273766e-13,4623,oversight_info/is_fda_regulated_drug,failure_reason
intervention_browse/mesh_term,ipd_info_type-Informed Consent Form (ICF),abs_spearman,0.11732711033479949,5.0492284462923984e-08,9.624832063009373e-08,2145,intervention_browse/mesh_term__n_items,ipd_info_type-Informed Consent Form (ICF)
oversight_info/is_fda_regulated_device,study_design_info/masking,cramers_v,0.11723777456855618,1.8619632763291735e-30,5.450987687652804e-30,13530,oversight_info/is_fda_regulated_device,study_design_info/masking
oversight_info/has_dmc,regulatory_pass,eta,0.1162783566754291,1.5892566734065345e-66,6.520267933987848e-66,21810,oversight_info/has_dmc,regulatory_pass
approval_outcome,oversight_info/has_dmc,eta,0.1162783566754291,1.5892566734065345e-66,6.520267933987848e-66,21810,oversight_info/has_dmc,approval_outcome
condition_browse/mesh_term,location/facility/address/city,abs_spearman,0.11620861683942588,8.28303270780964e-244,8.062615871047198e-243,81786,condition_browse/mesh_term__is_nn,location/facility/address/city__n_items
eligibility/healthy_volunteers,execution_pass,eta,0.11597693331646325,3.8058924642431384e-157,2.6664266760574403e-156,52677,eligibility/healthy_volunteers,execution_pass
eligibility/healthy_volunteers,execution_fail,eta,0.11597693331646322,3.805892464242628e-157,2.6664266760574403e-156,52677,eligibility/healthy_volunteers,execution_fail
Device intervention Number,oversight_info/is_fda_regulated_drug,eta,0.11562134430959711,4.751810589186923e-35,1.467781493104405e-34,11339,Device intervention Number,oversight_info/is_fda_regulated_drug
Active Comparator Arm Number,sponsors/lead_sponsor/agency_class,eta,0.1156124259773578,8.364002337610664e-202,7.020509208501704e-201,69293,Active Comparator Arm Number,sponsors/lead_sponsor/agency_class
oversight_info/is_fda_regulated_device,study_design_info/primary_purpose,cramers_v,0.11560904874344774,2.693197306308828e-35,8.348671400020676e-35,13675,oversight_info/is_fda_regulated_device,study_design_info/primary_purpose
MaskingType-Investigator,execution_fail,abs_spearman,0.11537304147499448,8.820448269062274e-155,6.142496540078438e-154,52422,MaskingType-Investigator,execution_fail
MaskingType-Investigator,execution_pass,abs_spearman,0.11537304147499448,8.820448269062274e-155,6.142496540078438e-154,52422,MaskingType-Investigator,execution_pass
intervention/intervention_name,patient_data/sharing_ipd,eta,0.11526518528819488,5.897820188729145e-40,1.9136251312636582e-39,13510,intervention/intervention_name__n_items,patient_data/sharing_ipd
Radiation intervention Number,study_design_info/masking,eta,0.11513617341981876,4.727976145516904e-202,3.978139735029356e-201,75043,Radiation intervention Number,study_design_info/masking
dropout_rate,sponsors/lead_sponsor/agency_class,eta,0.11493220383331917,4.670081071078065e-110,2.6007262374994034e-109,38302,sponsors/lead_sponsor/agency_class,dropout_rate
MaskingType-Participant,study_design_info/primary_purpose,eta,0.11483056336310266,5.521289131843883e-224,5.009524734505872e-223,80406,MaskingType-Participant,study_design_info/primary_purpose
Active Comparator Arm Number,MaskingType-Outcomes Assessor,abs_spearman,0.11477305479648024,2.168528694846847e-201,1.81581619628742e-200,69142,Active Comparator Arm Number,MaskingType-Outcomes Assessor
completion_date,failure_reason,eta,0.1146188480333899,1.177008902272589e-19,2.987659558361758e-19,6904,completion_date__days,failure_reason
Other intervention Number,Placebo Comparator Arm Number,abs_spearman,0.11437600725894446,1.947911896346087e-200,1.6193765166991993e-199,69293,Other intervention Number,Placebo Comparator Arm Number
ipd_info_type-Analytic Code,phase,eta,0.1139285108906042,1.404446021083498e-06,2.541901001700602e-06,2297,ipd_info_type-Analytic Code,phase
Placebo Comparator Arm Number,ipd_info_type-Clinical Study Report (CSR),abs_spearman,0.11377675594216964,1.3191680808378953e-07,2.485959371427162e-07,2139,Placebo Comparator Arm Number,ipd_info_type-Clinical Study Report (CSR)
eligibility/healthy_volunteers,oversight_info/has_dmc,cramers_v,0.11377433587624472,3.0046177243232313e-131,1.8644726057184338e-130,45906,eligibility/healthy_volunteers,oversight_info/has_dmc
Placebo Comparator Arm Number,dropout_YN,abs_spearman,0.11369552941096689,1.4279357171730095e-109,7.901395887223261e-109,38016,Placebo Comparator Arm Number,dropout_YN
number_of_arms,study_design_info/primary_purpose,eta,0.11367726339842707,4.956075754083774e-212,4.29485367716736e-211,77416,number_of_arms,study_design_info/primary_purpose
mortality_YN,smiless,abs_spearman,0.11347967409878577,1.9931877935410055e-52,7.245112534053342e-52,17916,smiless__n_items,mortality_YN
brief_title,sponsors/lead_sponsor/agency_class,eta,0.1133883645499829,1.8502768927695413e-199,1.5308838577081322e-198,71221,brief_title__n_items,sponsors/lead_sponsor/agency_class
Drug intervention Number,MaskingType-Outcomes Assessor,abs_spearman,0.1131973335007878,1.2246403480887223e-229,1.137867703103826e-228,81170,Drug intervention Number,MaskingType-Outcomes Assessor
completion_date,enrollment,abs_spearman,0.11318485377721652,3.140751826017385e-47,1.0957944372902021e-46,16162,enrollment,completion_date__days
No Intervention Arm Number,responsible_party/responsible_party_type,eta,0.11294024734084057,2.80833907226507e-187,2.259022749102111e-186,66924,No Intervention Arm Number,responsible_party/responsible_party_type
eligibility/maximum_age,icdcode,abs_spearman,0.11289433223666516,2.733061523863242e-121,1.617953798198427e-120,42760,eligibility/maximum_age__years,icdcode__n_items
MaskingType-Participant,Radiation intervention Number,abs_spearman,0.11289205109896798,2.096291588623431e-228,1.932258161927433e-227,81170,MaskingType-Participant,Radiation intervention Number
completion_date,intervention_browse/mesh_term,abs_spearman,0.11267403469852433,3.0870033038151413e-229,2.853015021478089e-228,81786,intervention_browse/mesh_term__is_nn,completion_date__is_nn
ipd_info_type-Clinical Study Report (CSR),mortality_YN,abs_spearman,0.1123355196429686,1.57344663307859e-06,2.843331799244982e-06,1818,ipd_info_type-Clinical Study Report (CSR),mortality_YN
MaskingType-Care Provider,sae_rate,abs_spearman,0.11217218309335399,3.458030989396485e-51,1.2491328158162978e-50,17890,MaskingType-Care Provider,sae_rate
Drug intervention Number,location/facility/address/city,abs_spearman,0.11177993861161283,1.2659673178480275e-225,1.1607483982907375e-224,81786,Drug intervention Number,location/facility/address/city__n_items
eligibility/healthy_volunteers,sponsors/lead_sponsor/agency_class,cramers_v,0.11158198709869743,1.3355711607944006e-191,1.0818437724383548e-190,71109,eligibility/healthy_volunteers,sponsors/lead_sponsor/agency_class
Active Comparator Arm Number,sae_rate,abs_spearman,0.11149958486832108,1.3934680562436047e-50,5.012734467335949e-50,17886,Active Comparator Arm Number,sae_rate
Experimental Arm Number,enrollment,abs_spearman,0.11146601889613654,3.0509867664909126e-119,1.7878885351696327e-118,43117,Experimental Arm Number,enrollment
dropout_YN,mortality_rate,abs_spearman,0.11143413773109896,1.7264479569273202e-50,6.204143381925995e-50,17873,dropout_YN,mortality_rate
MaskingType-Investigator,location/facility/address/city,abs_spearman,0.11136948185092937,2.6438373502202674e-222,2.3863207251988127e-221,81170,MaskingType-Investigator,location/facility/address/city__n_items
ipd_info_type-Analytic Code,study_design_info/masking,eta,0.1113287310369592,1.0,1.0,2258,ipd_info_type-Analytic Code,study_design_info/masking
mortality_YN,responsible_party/responsible_party_type,eta,0.11132408932978101,3.4582072392994506e-49,1.2287597297101832e-48,17899,responsible_party/responsible_party_type,mortality_YN
dropout_rate,failure_reason,eta,0.11131285654135675,6.463409600589337e-17,1.5706537316117445e-16,6299,dropout_rate,failure_reason
Device intervention Number,intervention_browse/mesh_term,abs_spearman,0.11095753596854097,7.073163619411457e-194,5.769775487665449e-193,71221,Device intervention Number,intervention_browse/mesh_term__is_nn
execution_fail,mortality_rate,abs_spearman,0.11094657195491382,3.837264070887854e-50,1.3718613833678285e-49,17903,mortality_rate,execution_fail
execution_pass,mortality_rate,abs_spearman,0.11094657195491382,3.837264070887854e-50,1.3718613833678285e-49,17903,mortality_rate,execution_pass
mortality_rate,sponsors/lead_sponsor/agency_class,eta,0.11085298048895963,9.614816414536486e-48,3.374897680860029e-47,17916,sponsors/lead_sponsor/agency_class,mortality_rate
enrollment,phase,eta,0.11069513978231282,1.94644670407777e-118,1.1387040903485271e-117,44446,enrollment,phase
duration_day,enrollment,abs_spearman,0.11065242592160364,3.3200165962346716e-45,1.125566602138096e-44,16162,enrollment,duration_day
duration_year,enrollment,abs_spearman,0.11065242592160364,3.3200165962346716e-45,1.125566602138096e-44,16162,enrollment,duration_year
duration_month,enrollment,abs_spearman,0.1104864979516012,4.488890903076963e-45,1.517402323754129e-44,16162,enrollment,duration_month
Experimental Arm Number,sae_YN,abs_spearman,0.1104664249200723,1.1214779548068198e-49,3.997062454311486e-49,17886,Experimental Arm Number,sae_YN
number_of_arms,responsible_party/responsible_party_type,eta,0.11029881256316494,1.3350760418181517e-178,1.0520157018861852e-177,66924,number_of_arms,responsible_party/responsible_party_type
intervention_browse/mesh_term,study_design_info/intervention_model,eta,0.11025532205245792,7.145386610456887e-213,6.20755461783442e-212,80897,intervention_browse/mesh_term__is_nn,study_design_info/intervention_model
sae_rate,sponsors/lead_sponsor/agency_class,eta,0.11002686222093246,4.991385658238065e-47,1.7397256933176807e-46,17916,sponsors/lead_sponsor/agency_class,sae_rate
failure_reason,intervention_browse/mesh_term,eta,0.10998743025291513,1.674383574730964e-54,6.209693620266916e-54,20769,intervention_browse/mesh_term__is_nn,failure_reason
Experimental Arm Number,brief_title,abs_spearman,0.10998411003621522,9.127737242799763e-209,7.79333830927007e-208,78123,Experimental Arm Number,brief_title__n_items
Sham Comparator Arm Number,oversight_info/is_fda_regulated_device,eta,0.10977226080606726,1.7098923493257e-31,5.091581759988696e-31,11246,Sham Comparator Arm Number,oversight_info/is_fda_regulated_device
intervention_browse/mesh_term,study_design_info/masking,eta,0.10972928307784437,2.6503039704222365e-182,2.1075071618346161e-181,75043,intervention_browse/mesh_term__n_items,study_design_info/masking
condition,mortality_rate,abs_spearman,0.10972047810743916,4.16027060162134e-49,1.4751979939422608e-48,17916,condition__n_items,mortality_rate
dropout_rate,eligibility/maximum_age,abs_spearman,0.1096100914947261,4.685981607209357e-50,1.6735648597176273e-49,18312,eligibility/maximum_age__years,dropout_rate
completion_date,condition_browse/mesh_term,abs_spearman,0.10940908241791035,3.468064506699428e-216,3.066545587984863e-215,81786,condition_browse/mesh_term__is_nn,completion_date__is_nn
completion_date,responsible_party/responsible_party_type,eta,0.10869321288119384,4.963340846848412e-111,2.786366630500522e-110,42745,responsible_party/responsible_party_type,completion_date__days
intervention/intervention_name,location/facility/address/city,abs_spearman,0.10867161517990613,2.7136085799165498e-213,2.36335584341103e-212,81786,intervention/intervention_name__n_items,location/facility/address/city__n_items
eligibility/healthy_volunteers,study_design_info/masking,cramers_v,0.10848969755406115,1.4457054838513991e-176,1.1340466267231629e-175,74940,eligibility/healthy_volunteers,study_design_info/masking
Behavioral intervention Number,study_design_info/intervention_model,eta,0.10845577362270074,6.868849228219036e-206,5.807603666194928e-205,80897,Behavioral intervention Number,study_design_info/intervention_model
number_of_arms,regulatory_pass,abs_spearman,0.10827825862383139,2.8953087713290143e-74,1.2529511806187204e-73,28187,number_of_arms,regulatory_pass
approval_outcome,number_of_arms,abs_spearman,0.10827825862383139,2.8953087713290143e-74,1.2529511806187204e-73,28187,number_of_arms,approval_outcome
failure_reason,number_of_arms,eta,0.1082237077161433,4.8526170047833876e-48,1.7102275954992162e-47,18919,number_of_arms,failure_reason
ipd_info_type-Statistical Analysis Plan (SAP),study_design_info/masking,eta,0.10766100783236934,1.0,1.0,2258,ipd_info_type-Statistical Analysis Plan (SAP),study_design_info/masking
ipd_info_type-Informed Consent Form (ICF),sae_rate,abs_spearman,0.10722054514294184,4.611236328173123e-06,8.179707116080451e-06,1818,ipd_info_type-Informed Consent Form (ICF),sae_rate
enrollment,study_design_info/primary_purpose,eta,0.10712029708472483,2.864320549409999e-103,1.512692083465007e-102,43857,enrollment,study_design_info/primary_purpose
regulatory_pass,study_design_info/primary_purpose,eta,0.1070249160036008,6.348888915017371e-70,2.6645397318460587e-69,30383,study_design_info/primary_purpose,regulatory_pass
approval_outcome,study_design_info/primary_purpose,eta,0.1070249160036008,6.348888915017371e-70,2.6645397318460587e-69,30383,study_design_info/primary_purpose,approval_outcome
Dietary Supplement intervention Number,Drug intervention Number,abs_spearman,0.10694346256268547,1.366660206200357e-206,1.1611599551457798e-205,81786,Dietary Supplement intervention Number,Drug intervention Number
ipd_info_type-Analytic Code,start_date,abs_spearman,0.10685931090981941,8.523478216126058e-06,1.4989416397286462e-05,1728,ipd_info_type-Analytic Code,start_date__days
condition_browse/mesh_term,ipd_info_type-Informed Consent Form (ICF),abs_spearman,0.10677073999519077,7.185333684700925e-07,1.3176271532630982e-06,2145,condition_browse/mesh_term__n_items,ipd_info_type-Informed Consent Form (ICF)
oversight_info/has_dmc,oversight_info/is_fda_regulated_drug,cramers_v,0.1067070663043733,1.4280542341268745e-32,4.289099795670604e-32,12404,oversight_info/has_dmc,oversight_info/is_fda_regulated_drug
failure_reason,responsible_party/responsible_party_type,cramers_v,0.10660483363893136,1.874105834290752e-46,6.486571488207533e-46,10039,responsible_party/responsible_party_type,failure_reason
ipd_info_type-Clinical Study Report (CSR),study_design_info/primary_purpose,eta,0.10644223275054138,1.0,1.0,2143,ipd_info_type-Clinical Study Report (CSR),study_design_info/primary_purpose
MaskingType-Investigator,Radiation intervention Number,abs_spearman,0.10577178510994169,1.329921698931998e-200,1.1082680824433317e-199,81170,MaskingType-Investigator,Radiation intervention Number
brief_title,responsible_party/responsible_party_type,eta,0.10555534156195265,7.225001633770159e-166,5.330547914511954e-165,67878,brief_title__n_items,responsible_party/responsible_party_type
eligibility/healthy_volunteers,oversight_info/is_fda_regulated_drug,cramers_v,0.10532937738979817,4.5264081628263096e-35,1.3994011001620486e-34,13761,eligibility/healthy_volunteers,oversight_info/is_fda_regulated_drug
biology_pass,dropout_rate,abs_spearman,0.10512029062805521,1.9007006482859607e-35,5.913101837774139e-35,13897,dropout_rate,biology_pass
biology_fail,dropout_rate,abs_spearman,0.10512029062805521,1.9007006482859607e-35,5.913101837774139e-35,13897,dropout_rate,biology_fail
icdcode,mortality_YN,abs_spearman,0.10507700792297159,3.655142590047418e-45,1.2367692794951096e-44,17916,icdcode__n_items,mortality_YN
Biological intervention Number,sae_rate,abs_spearman,0.10470616319035608,7.420268006549662e-45,2.505872820482029e-44,17916,Biological intervention Number,sae_rate
study_design_info/allocation,study_design_info/primary_purpose,cramers_v,0.10469089710303392,3.92610856268721e-139,2.540638222595541e-138,61425,study_design_info/allocation,study_design_info/primary_purpose
condition_browse/mesh_term,oversight_info/has_dmc,eta,0.10463624032365523,5.813743066014625e-112,3.29035132807831e-111,45926,condition_browse/mesh_term__is_nn,oversight_info/has_dmc
Procedure intervention Number,duration_month,abs_spearman,0.1041513997739947,1.1893783690312917e-103,6.290852104084838e-103,42855,Procedure intervention Number,duration_month
MaskingType-Investigator,Procedure intervention Number,abs_spearman,0.10407007810827185,8.28004231373722e-170,6.351688088352503e-169,70854,MaskingType-Investigator,Procedure intervention Number
duration_month,eligibility/gender,eta,0.10393396048626873,8.628899162410437e-102,4.468766704825078e-101,42855,eligibility/gender,duration_month
Procedure intervention Number,duration_day,abs_spearman,0.10385784010230935,4.476841185639315e-103,2.3571247151661545e-102,42855,Procedure intervention Number,duration_day
