orig_a,orig_b,feat_a,feat_b,role_a,role_b,metric,effect_size,p,n_valid,p_adj
Drug intervention Number,eligibility/gender,Drug intervention Number,eligibility/gender,num,cat,eta,0.012419191829638203,0.004117023146921385,71221,0.00626385964778976
Drug intervention Number,eligibility/healthy_volunteers,Drug intervention Number,eligibility/healthy_volunteers,num,cat,eta,0.05873051971419828,2.7755365823253675e-63,81613,1.1137401412910685e-62
Drug intervention Number,eligibility/maximum_age,Drug intervention Number,eligibility/maximum_age__years,num,num,abs_spearman,0.06985936431861735,2.0721417825000118e-47,42760,7.25876279656002e-47
Drug intervention Number,eligibility/minimum_age,Drug intervention Number,eligibility/minimum_age__years,num,num,abs_spearman,0.05928159846209222,6.147289578991913e-63,79650,2.4330103971522664e-62
Drug intervention Number,enrollment,Drug intervention Number,enrollment,num,num,abs_spearman,0.14464910991272784,2.216499963663994e-206,44446,1.8786188716420435e-205
Drug intervention Number,has_expanded_access,Drug intervention Number,has_expanded_access,num,cat,eta,0.0028815650599811437,0.4454283070316495,70125,0.5405498582173576
Drug intervention Number,icdcode,Drug intervention Number,icdcode__is_nn,num,num,abs_spearman,0.13402796776912942,0.0,81786,0.0
Drug intervention Number,icdcode,Drug intervention Number,icdcode__n_items,num,num,abs_spearman,0.0914071464808849,3.006333877532416e-151,81786,2.0524578044057262e-150
Drug intervention Number,intervention/intervention_name,Drug intervention Number,intervention/intervention_name__is_nn,num,num,abs_spearman,0.0,1.0,81786,1.0
Drug intervention Number,intervention/intervention_name,Drug intervention Number,intervention/intervention_name__n_items,num,num,abs_spearman,0.6680168455263753,0.0,81786,0.0
Drug intervention Number,intervention_browse/mesh_term,Drug intervention Number,intervention_browse/mesh_term__is_nn,num,num,abs_spearman,0.3238596235187421,0.0,81786,0.0
Drug intervention Number,intervention_browse/mesh_term,Drug intervention Number,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.44214266712462574,0.0,81786,0.0
Drug intervention Number,ipd_info_type-Analytic Code,Drug intervention Number,ipd_info_type-Analytic Code,num,num,abs_spearman,0.02102080800821508,0.3139214501427449,2297,0.39211971216608144
Drug intervention Number,ipd_info_type-Clinical Study Report (CSR),Drug intervention Number,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.029786682881437314,0.16788039432098478,2145,0.21874179612501768
Drug intervention Number,ipd_info_type-Informed Consent Form (ICF),Drug intervention Number,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.17102795416776165,1.5210477957680312e-15,2145,3.583485484945022e-15
Drug intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),Drug intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.061573436654728406,0.0031549102545522594,2297,0.004819038740469935
Drug intervention Number,ipd_info_type-Study Protocol,Drug intervention Number,ipd_info_type-Study Protocol,num,num,abs_spearman,0.03252822222262407,0.1191041490729151,2297,0.15785160870647597
Drug intervention Number,location/facility/address/city,Drug intervention Number,location/facility/address/city__is_nn,num,num,abs_spearman,0.054221932223723256,2.6330892286241084e-54,81786,9.744393045227664e-54
Drug intervention Number,location/facility/address/city,Drug intervention Number,location/facility/address/city__n_items,num,num,abs_spearman,0.11177993861161283,1.2659673178480275e-225,81786,1.1607483982907375e-224
Drug intervention Number,number_of_arms,Drug intervention Number,number_of_arms,num,num,abs_spearman,0.3227853987512021,0.0,78123,0.0
Drug intervention Number,oversight_info/has_dmc,Drug intervention Number,oversight_info/has_dmc,num,cat,eta,0.002554278359003251,0.5841198596855137,45926,0.6949046601873194
Drug intervention Number,oversight_info/is_fda_regulated_device,Drug intervention Number,oversight_info/is_fda_regulated_device,num,cat,eta,0.09722387541351922,4.390033099583658e-30,13676,1.278739733533379e-29
Drug intervention Number,oversight_info/is_fda_regulated_drug,Drug intervention Number,oversight_info/is_fda_regulated_drug,num,cat,eta,0.10306678910103734,8.108063026849321e-34,13761,2.478057961152277e-33
Drug intervention Number,patient_data/sharing_ipd,Drug intervention Number,patient_data/sharing_ipd,num,cat,eta,0.06606189722014481,1.4853552139735846e-13,13510,3.319362937979554e-13
Drug intervention Number,phase,Drug intervention Number,phase,num,cat,eta,0.058132559629825685,1.0205691973017625e-59,81786,3.9187601774846677e-59
Drug intervention Number,responsible_party/responsible_party_type,Drug intervention Number,responsible_party/responsible_party_type,num,cat,eta,0.06728723630871061,1.3097369814729662e-67,67878,5.4042625914904876e-67
Drug intervention Number,smiless,Drug intervention Number,smiless__is_nn,num,num,abs_spearman,0.3851212592170669,0.0,81786,0.0
Drug intervention Number,smiless,Drug intervention Number,smiless__n_items,num,num,abs_spearman,0.5102563686481479,0.0,81786,0.0
Drug intervention Number,sponsors/lead_sponsor/agency_class,Drug intervention Number,sponsors/lead_sponsor/agency_class,num,cat,eta,0.08863806069677492,1.977862061406696e-121,71221,1.172878952796633e-120
Drug intervention Number,study_design_info/allocation,Drug intervention Number,study_design_info/allocation,num,cat,eta,0.08832264076962014,9.727588568385905e-108,62081,5.298333898924925e-107
Drug intervention Number,study_design_info/intervention_model,Drug intervention Number,study_design_info/intervention_model,num,cat,eta,0.200007193220612,0.0,80897,0.0
Drug intervention Number,study_design_info/masking,Drug intervention Number,study_design_info/masking,num,cat,eta,0.1782661455192295,0.0,75043,0.0
Drug intervention Number,study_design_info/masking_num,Drug intervention Number,study_design_info/masking_num,num,num,abs_spearman,0.22374272966550102,0.0,81170,0.0
Drug intervention Number,study_design_info/primary_purpose,Drug intervention Number,study_design_info/primary_purpose,num,cat,eta,0.17905382871202552,0.0,80983,0.0
Drug intervention Number,study_type,Drug intervention Number,study_type,num,cat,eta,0.0,1.0,81786,1.0
Drug intervention Number,intervention/intervention_type,Drug intervention Number,intervention/intervention_type__is_nn,num,num,abs_spearman,0.07828949297637697,2.321620954499215e-111,81786,1.3118102141276053e-110
Drug intervention Number,intervention/intervention_type,Drug intervention Number,intervention/intervention_type__n_items,num,num,abs_spearman,0.06083125163094435,6.628338249680507e-68,81786,2.745348679098899e-67
Drug intervention Number,dropout_YN,Drug intervention Number,dropout_YN,num,num,abs_spearman,0.05213081409205049,1.80575343945353e-24,38302,4.9448330985823616e-24
Drug intervention Number,dropout_rate,Drug intervention Number,dropout_rate,num,num,abs_spearman,0.048869961238209976,1.0722122085484273e-21,38302,2.797250318848187e-21
Drug intervention Number,start_date,Drug intervention Number,start_date__is_nn,num,num,abs_spearman,0.0017541514756211935,0.6159141828270387,81786,0.7284893755357248
Drug intervention Number,start_date,Drug intervention Number,start_date__days,num,num,abs_spearman,0.028398749241008506,4.103483141694945e-09,42855,8.148345095651391e-09
Drug intervention Number,completion_date,Drug intervention Number,completion_date__is_nn,num,num,abs_spearman,0.0017541514756211935,0.6159141828270387,81786,0.7284893755357248
Drug intervention Number,completion_date,Drug intervention Number,completion_date__days,num,num,abs_spearman,0.043745638702872396,1.3038601712613223e-19,42855,3.304824285290368e-19
Drug intervention Number,duration_day,Drug intervention Number,duration_day,num,num,abs_spearman,0.03799066408339844,3.62583995503521e-15,42855,8.461916617694663e-15
Drug intervention Number,duration_month,Drug intervention Number,duration_month,num,num,abs_spearman,0.03840306853258398,1.824998165370896e-15,42855,4.282153021380057e-15
Drug intervention Number,duration_year,Drug intervention Number,duration_year,num,num,abs_spearman,0.03799066408339844,3.62583995503521e-15,42855,8.461916617694663e-15
Drug intervention Number,sae_YN,Drug intervention Number,sae_YN,num,num,abs_spearman,0.03781382637016803,4.1300626690725786e-07,17916,7.625912739121791e-07
Drug intervention Number,sae_rate,Drug intervention Number,sae_rate,num,num,abs_spearman,0.036705678999798305,8.905811407639329e-07,17916,1.6262582575694517e-06
Drug intervention Number,mortality_YN,Drug intervention Number,mortality_YN,num,num,abs_spearman,0.060277818060248324,6.747346005402788e-16,17916,1.601572907703189e-15
Drug intervention Number,mortality_rate,Drug intervention Number,mortality_rate,num,num,abs_spearman,0.05790336750961116,8.739400757869528e-15,17916,2.025978494569487e-14
Drug intervention Number,failure_reason,Drug intervention Number,failure_reason,num,cat,eta,0.06480155371513717,7.990524130010999e-19,20769,1.9990692117918083e-18
Drug intervention Number,approval_outcome,Drug intervention Number,approval_outcome,num,num,abs_spearman,0.05629239963078304,5.734302105653873e-23,30683,1.5281211516217185e-22
Drug intervention Number,execution_fail,Drug intervention Number,execution_fail,num,num,abs_spearman,0.07485643292096811,1.883378217695552e-66,52772,7.699693301755344e-66
Drug intervention Number,execution_pass,Drug intervention Number,execution_pass,num,num,abs_spearman,0.07485643292096811,1.883378217695552e-66,52772,7.699693301755344e-66
Drug intervention Number,biology_pass,Drug intervention Number,biology_pass,num,num,abs_spearman,0.0048763933604600955,0.36559062415466764,34427,0.4506659875620681
Drug intervention Number,biology_fail,Drug intervention Number,biology_fail,num,num,abs_spearman,0.0048763933604600955,0.36559062415466764,34427,0.4506659875620681
Drug intervention Number,regulatory_pass,Drug intervention Number,regulatory_pass,num,num,abs_spearman,0.05629239963078304,5.734302105653873e-23,30683,1.5281211516217185e-22
Experimental Arm Number,Genetic intervention Number,Experimental Arm Number,Genetic intervention Number,num,num,abs_spearman,0.009347604692411847,0.013869253119179926,69293,0.020148685028908965
Experimental Arm Number,MaskingType-Care Provider,Experimental Arm Number,MaskingType-Care Provider,num,num,abs_spearman,0.029239979659280067,3.2111117945586597e-16,77947,7.690291858091897e-16
Experimental Arm Number,MaskingType-Investigator,Experimental Arm Number,MaskingType-Investigator,num,num,abs_spearman,0.02022411633452375,1.6340864634861322e-08,77947,3.1829879263533125e-08
Experimental Arm Number,MaskingType-Outcomes Assessor,Experimental Arm Number,MaskingType-Outcomes Assessor,num,num,abs_spearman,0.023236373182464597,8.690679020430553e-11,77947,1.8269878763458058e-10
Experimental Arm Number,MaskingType-Participant,Experimental Arm Number,MaskingType-Participant,num,num,abs_spearman,0.00814694423117484,0.022933190169760444,77947,0.032768435789439776
Experimental Arm Number,No Intervention Arm Number,Experimental Arm Number,No Intervention Arm Number,num,num,abs_spearman,0.07274530666420592,6.077560643135908e-82,69293,2.7752330137841365e-81
Experimental Arm Number,Other Arm Number,Experimental Arm Number,Other Arm Number,num,num,abs_spearman,0.22241033747140074,0.0,78123,0.0
Experimental Arm Number,Other intervention Number,Experimental Arm Number,Other intervention Number,num,num,abs_spearman,0.020999902351664896,3.231046759694739e-08,69293,6.203252756872496e-08
Experimental Arm Number,Placebo Comparator Arm Number,Experimental Arm Number,Placebo Comparator Arm Number,num,num,abs_spearman,0.059394055574066545,5.397385577391215e-62,78123,2.1097767020736187e-61
Experimental Arm Number,Procedure intervention Number,Experimental Arm Number,Procedure intervention Number,num,num,abs_spearman,0.05072342859199818,1.0276953983899302e-40,69293,3.3627509504755252e-40
Experimental Arm Number,Radiation intervention Number,Experimental Arm Number,Radiation intervention Number,num,num,abs_spearman,0.010548248333499776,0.003195039317621326,78123,0.004878190522290909
Experimental Arm Number,Sham Comparator Arm Number,Experimental Arm Number,Sham Comparator Arm Number,num,num,abs_spearman,0.03973120709946031,1.2827031100315708e-25,69293,3.5602182966131856e-25
Experimental Arm Number,brief_title,Experimental Arm Number,brief_title__is_nn,num,num,abs_spearman,0.0,1.0,78123,1.0
Experimental Arm Number,brief_title,Experimental Arm Number,brief_title__n_items,num,num,abs_spearman,0.10998411003621522,9.127737242799763e-209,78123,7.79333830927007e-208
Experimental Arm Number,condition,Experimental Arm Number,condition__is_nn,num,num,abs_spearman,0.0,1.0,78123,1.0
Experimental Arm Number,condition,Experimental Arm Number,condition__n_items,num,num,abs_spearman,0.03641152481747544,2.42529642442716e-24,78123,6.610121627360299e-24
Experimental Arm Number,condition_browse/mesh_term,Experimental Arm Number,condition_browse/mesh_term__is_nn,num,num,abs_spearman,0.07026202371937572,4.5128176191086256e-86,78123,2.1163348483674054e-85
Experimental Arm Number,condition_browse/mesh_term,Experimental Arm Number,condition_browse/mesh_term__n_items,num,num,abs_spearman,0.054519010261010914,1.6607870901731022e-52,78123,6.043178155341917e-52
Experimental Arm Number,eligibility/gender,Experimental Arm Number,eligibility/gender,num,cat,eta,0.06703473679045463,1.7198424583389886e-68,69293,7.157428194883815e-68
Experimental Arm Number,eligibility/healthy_volunteers,Experimental Arm Number,eligibility/healthy_volunteers,num,cat,eta,0.17717788186600664,0.0,78060,0.0
Experimental Arm Number,eligibility/maximum_age,Experimental Arm Number,eligibility/maximum_age__years,num,num,abs_spearman,0.05427187427441547,3.3351031754264577e-28,41114,9.515175315769244e-28
Experimental Arm Number,eligibility/minimum_age,Experimental Arm Number,eligibility/minimum_age__years,num,num,abs_spearman,0.008014701677412403,0.02699786789738246,76141,0.038465596942765086
Experimental Arm Number,enrollment,Experimental Arm Number,enrollment,num,num,abs_spearman,0.11146601889613654,3.0509867664909126e-119,43117,1.7878885351696327e-118
Experimental Arm Number,has_expanded_access,Experimental Arm Number,has_expanded_access,num,cat,eta,0.010655194864529443,0.005299685159594589,68474,0.007986299188894708
Experimental Arm Number,icdcode,Experimental Arm Number,icdcode__is_nn,num,num,abs_spearman,0.04255809011572483,1.1778611759443424e-32,78123,3.5560969473558557e-32
Experimental Arm Number,icdcode,Experimental Arm Number,icdcode__n_items,num,num,abs_spearman,0.005745125678489107,0.1083225978621222,78123,0.14421666526125315
Experimental Arm Number,intervention/intervention_name,Experimental Arm Number,intervention/intervention_name__is_nn,num,num,abs_spearman,0.0,1.0,78123,1.0
Experimental Arm Number,intervention/intervention_name,Experimental Arm Number,intervention/intervention_name__n_items,num,num,abs_spearman,0.20016629869623284,0.0,78123,0.0
Experimental Arm Number,intervention_browse/mesh_term,Experimental Arm Number,intervention_browse/mesh_term__is_nn,num,num,abs_spearman,0.07880165491878822,7.75956694842245e-108,78123,4.2330447638568314e-107
Experimental Arm Number,intervention_browse/mesh_term,Experimental Arm Number,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.050999279207623566,3.689052668229846e-46,78123,1.26735013196746e-45
Experimental Arm Number,ipd_info_type-Analytic Code,Experimental Arm Number,ipd_info_type-Analytic Code,num,num,abs_spearman,0.0973059618117774,3.0860899896441143e-06,2290,5.505216998980133e-06
Experimental Arm Number,ipd_info_type-Clinical Study Report (CSR),Experimental Arm Number,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.13599644318980267,2.694143730562753e-10,2139,5.57602707784727e-10
Experimental Arm Number,ipd_info_type-Informed Consent Form (ICF),Experimental Arm Number,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.017151580271332394,0.4278689347386133,2139,0.5206038334092021
Experimental Arm Number,ipd_info_type-Statistical Analysis Plan (SAP),Experimental Arm Number,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.12822067056732164,7.369349386144885e-10,2290,1.4984487487918946e-09
Experimental Arm Number,ipd_info_type-Study Protocol,Experimental Arm Number,ipd_info_type-Study Protocol,num,num,abs_spearman,0.05893782464209791,0.004782644888460914,2290,0.00722909568829999
Experimental Arm Number,location/facility/address/city,Experimental Arm Number,location/facility/address/city__is_nn,num,num,abs_spearman,0.05720881395445735,1.2177242053081211e-57,78123,4.639903084918554e-57
Experimental Arm Number,location/facility/address/city,Experimental Arm Number,location/facility/address/city__n_items,num,num,abs_spearman,0.1216097049638398,4.177745448914978e-255,78123,4.159789522916777e-254
Experimental Arm Number,number_of_arms,Experimental Arm Number,number_of_arms,num,num,abs_spearman,0.4876215997784874,0.0,78123,0.0
Experimental Arm Number,oversight_info/has_dmc,Experimental Arm Number,oversight_info/has_dmc,num,cat,eta,0.046024403974294435,1.784221136346266e-22,44864,4.714956995287661e-22
Experimental Arm Number,oversight_info/is_fda_regulated_device,Experimental Arm Number,oversight_info/is_fda_regulated_device,num,cat,eta,0.03514621100624784,4.0059265840354095e-05,13650,6.823821019374043e-05
Experimental Arm Number,oversight_info/is_fda_regulated_drug,Experimental Arm Number,oversight_info/is_fda_regulated_drug,num,cat,eta,0.008811689337508402,0.3017796725046811,13735,0.37776814191418107
Experimental Arm Number,patient_data/sharing_ipd,Experimental Arm Number,patient_data/sharing_ipd,num,cat,eta,0.1724554320460935,8.286333100032938e-89,13438,3.93912551608953e-88
Experimental Arm Number,phase,Experimental Arm Number,phase,num,cat,eta,0.2785293094558895,0.0,78123,0.0
Experimental Arm Number,responsible_party/responsible_party_type,Experimental Arm Number,responsible_party/responsible_party_type,num,cat,eta,0.17946012441060277,0.0,66924,0.0
Experimental Arm Number,smiless,Experimental Arm Number,smiless__is_nn,num,num,abs_spearman,0.07024833425598012,4.867700077372314e-86,78123,2.2796843354270608e-85
Experimental Arm Number,smiless,Experimental Arm Number,smiless__n_items,num,num,abs_spearman,0.02043386868939867,1.1174028803311506e-08,78123,2.1925324726994624e-08
Experimental Arm Number,sponsors/lead_sponsor/agency_class,Experimental Arm Number,sponsors/lead_sponsor/agency_class,num,cat,eta,0.24674164285841424,0.0,69293,0.0
Experimental Arm Number,study_design_info/allocation,Experimental Arm Number,study_design_info/allocation,num,cat,eta,0.14584947073562704,4.296928097085721e-279,59269,4.497537691979783e-278
Experimental Arm Number,study_design_info/intervention_model,Experimental Arm Number,study_design_info/intervention_model,num,cat,eta,0.25011325050695526,0.0,77887,0.0
Experimental Arm Number,study_design_info/masking,Experimental Arm Number,study_design_info/masking,num,cat,eta,0.08262493059754496,3.013816837265959e-95,72860,1.4918822663104284e-94
Experimental Arm Number,study_design_info/masking_num,Experimental Arm Number,study_design_info/masking_num,num,num,abs_spearman,0.004947262667289058,0.16721376518371053,77947,0.21795492648664447
Experimental Arm Number,study_design_info/primary_purpose,Experimental Arm Number,study_design_info/primary_purpose,num,cat,eta,0.09222537814437064,1.5843287426768385e-137,77416,1.0214364342860878e-136
Experimental Arm Number,study_type,Experimental Arm Number,study_type,num,cat,eta,0.0,1.0,78123,1.0
Experimental Arm Number,intervention/intervention_type,Experimental Arm Number,intervention/intervention_type__is_nn,num,num,abs_spearman,0.07882795223567846,6.590750208646288e-108,78123,3.6010781407304796e-107
Experimental Arm Number,intervention/intervention_type,Experimental Arm Number,intervention/intervention_type__n_items,num,num,abs_spearman,0.07554569983295925,3.0499332813176996e-99,78123,1.5563169093361243e-98
Experimental Arm Number,dropout_YN,Experimental Arm Number,dropout_YN,num,num,abs_spearman,0.0380910627024561,1.0914916915234624e-13,38016,2.4565632305984665e-13
Experimental Arm Number,dropout_rate,Experimental Arm Number,dropout_rate,num,num,abs_spearman,0.016829562597503456,0.0010325623494613651,38016,0.0016287581318103696
Experimental Arm Number,start_date,Experimental Arm Number,start_date__is_nn,num,num,abs_spearman,0.09850217836064558,1.1585717359026481e-167,78123,8.676803410046772e-167
Experimental Arm Number,start_date,Experimental Arm Number,start_date__days,num,num,abs_spearman,0.03380236897544778,3.5677000367094454e-12,42293,7.734097085193588e-12
Experimental Arm Number,completion_date,Experimental Arm Number,completion_date__is_nn,num,num,abs_spearman,0.09850217836064558,1.1585717359026481e-167,78123,8.676803410046772e-167
Experimental Arm Number,completion_date,Experimental Arm Number,completion_date__days,num,num,abs_spearman,0.007778087453381681,0.10969601119761434,42293,0.1458277119019548
Experimental Arm Number,duration_day,Experimental Arm Number,duration_day,num,num,abs_spearman,0.11955527712620266,2.000689146286556e-134,42293,1.2617776376308135e-133
Experimental Arm Number,duration_month,Experimental Arm Number,duration_month,num,num,abs_spearman,0.12031593779097942,3.966207711226708e-136,42293,2.5335609920060316e-135
Experimental Arm Number,duration_year,Experimental Arm Number,duration_year,num,num,abs_spearman,0.11955527712620266,2.000689146286556e-134,42293,1.2617776376308135e-133
Experimental Arm Number,sae_YN,Experimental Arm Number,sae_YN,num,num,abs_spearman,0.1104664249200723,1.1214779548068198e-49,17886,3.997062454311486e-49
Experimental Arm Number,sae_rate,Experimental Arm Number,sae_rate,num,num,abs_spearman,0.059739540106071534,1.2846094901197748e-15,17886,3.0367469239225967e-15
Experimental Arm Number,mortality_YN,Experimental Arm Number,mortality_YN,num,num,abs_spearman,0.028948366800194886,0.00010792227523342153,17886,0.00017987045872236922
Experimental Arm Number,mortality_rate,Experimental Arm Number,mortality_rate,num,num,abs_spearman,0.016511496321460123,0.02722895624544565,17886,0.03876305733425794
Experimental Arm Number,failure_reason,Experimental Arm Number,failure_reason,num,cat,eta,0.13374763078083632,1.0688869849178271e-73,18919,4.614139469055216e-73
Experimental Arm Number,approval_outcome,Experimental Arm Number,approval_outcome,num,num,abs_spearman,0.1207732196235231,4.6215552320659566e-92,28187,2.255604554976011e-91
Experimental Arm Number,execution_fail,Experimental Arm Number,execution_fail,num,num,abs_spearman,0.02021576215257239,5.325237596828546e-06,50684,9.412614775676093e-06
Experimental Arm Number,execution_pass,Experimental Arm Number,execution_pass,num,num,abs_spearman,0.02021576215257239,5.325237596828546e-06,50684,9.412614775676093e-06
Experimental Arm Number,biology_pass,Experimental Arm Number,biology_pass,num,num,abs_spearman,0.015410242197634011,0.006148737678026324,31607,0.009182150163790924
Experimental Arm Number,biology_fail,Experimental Arm Number,biology_fail,num,num,abs_spearman,0.015410242197634011,0.006148737678026324,31607,0.009182150163790924
Experimental Arm Number,regulatory_pass,Experimental Arm Number,regulatory_pass,num,num,abs_spearman,0.1207732196235231,4.6215552320659566e-92,28187,2.255604554976011e-91
Genetic intervention Number,MaskingType-Care Provider,Genetic intervention Number,MaskingType-Care Provider,num,num,abs_spearman,0.02087893150320288,2.7265162506187705e-08,70854,5.2491102331857215e-08
Genetic intervention Number,MaskingType-Investigator,Genetic intervention Number,MaskingType-Investigator,num,num,abs_spearman,0.03272021858088693,2.991338104151042e-18,70854,7.409051968585082e-18
Genetic intervention Number,MaskingType-Outcomes Assessor,Genetic intervention Number,MaskingType-Outcomes Assessor,num,num,abs_spearman,0.0211016021725589,1.9380936054369727e-08,70854,3.756204840431389e-08
Genetic intervention Number,MaskingType-Participant,Genetic intervention Number,MaskingType-Participant,num,num,abs_spearman,0.03439547956834741,5.28291333372328e-20,70854,1.3478798703882818e-19
Genetic intervention Number,No Intervention Arm Number,Genetic intervention Number,No Intervention Arm Number,num,num,abs_spearman,0.0017605535992584573,0.643054426906442,69293,0.7590401268681677
Genetic intervention Number,Other Arm Number,Genetic intervention Number,Other Arm Number,num,num,abs_spearman,0.0023974178661166526,0.5279912650639249,69293,0.6342100401303626
Genetic intervention Number,Other intervention Number,Genetic intervention Number,Other intervention Number,num,num,abs_spearman,0.0783282447194293,2.54559452022453e-97,71221,1.272797260112265e-96
Genetic intervention Number,Placebo Comparator Arm Number,Genetic intervention Number,Placebo Comparator Arm Number,num,num,abs_spearman,0.025127473301745643,3.706197940272911e-11,69293,7.872272519833965e-11
Genetic intervention Number,Procedure intervention Number,Genetic intervention Number,Procedure intervention Number,num,num,abs_spearman,0.06937146744812571,1.0708627855670773e-76,71221,4.704485688806061e-76
Genetic intervention Number,Radiation intervention Number,Genetic intervention Number,Radiation intervention Number,num,num,abs_spearman,0.028665480874489363,1.9869440739352318e-14,71221,4.566554667278393e-14
Genetic intervention Number,Sham Comparator Arm Number,Genetic intervention Number,Sham Comparator Arm Number,num,num,abs_spearman,0.005978806840816537,0.11552890844991553,69293,0.1534057916940988
Genetic intervention Number,brief_title,Genetic intervention Number,brief_title__is_nn,num,num,abs_spearman,0.0,1.0,71221,1.0
Genetic intervention Number,brief_title,Genetic intervention Number,brief_title__n_items,num,num,abs_spearman,0.014033795780128222,0.00018013911201409944,71221,0.00029752063414876216
Genetic intervention Number,condition,Genetic intervention Number,condition__is_nn,num,num,abs_spearman,0.0,1.0,71221,1.0
Genetic intervention Number,condition,Genetic intervention Number,condition__n_items,num,num,abs_spearman,0.013428297823078375,0.00033870431410533295,71221,0.0005510287881629363
Genetic intervention Number,condition_browse/mesh_term,Genetic intervention Number,condition_browse/mesh_term__is_nn,num,num,abs_spearman,0.017638293210822588,2.508209677424745e-06,71221,4.497434793111965e-06
Genetic intervention Number,condition_browse/mesh_term,Genetic intervention Number,condition_browse/mesh_term__n_items,num,num,abs_spearman,0.015847437385426617,2.3427519281034684e-05,71221,4.05835640586219e-05
Genetic intervention Number,eligibility/gender,Genetic intervention Number,eligibility/gender,num,cat,eta,0.002710792892132747,0.769764950739081,71221,0.8937297707378237
Genetic intervention Number,eligibility/healthy_volunteers,Genetic intervention Number,eligibility/healthy_volunteers,num,cat,eta,0.019976069691303746,9.96775615753034e-08,71109,1.8845458458878092e-07
Genetic intervention Number,eligibility/maximum_age,Genetic intervention Number,eligibility/maximum_age__years,num,num,abs_spearman,0.038917459056184635,3.459767096757163e-14,37908,7.909664908704698e-14
Genetic intervention Number,eligibility/minimum_age,Genetic intervention Number,eligibility/minimum_age__years,num,num,abs_spearman,9.508987811307121e-06,0.9980000270768794,69489,1.0
Genetic intervention Number,enrollment,Genetic intervention Number,enrollment,num,num,abs_spearman,0.036710741161099306,9.799522789813246e-15,44446,2.267199846511387e-14
Genetic intervention Number,has_expanded_access,Genetic intervention Number,has_expanded_access,num,cat,eta,0.0035887240121431126,0.3419493626160771,70125,0.424686931769431
Genetic intervention Number,icdcode,Genetic intervention Number,icdcode__is_nn,num,num,abs_spearman,0.009293398457916211,0.013132207702987349,71221,0.019101892745031827
Genetic intervention Number,icdcode,Genetic intervention Number,icdcode__n_items,num,num,abs_spearman,0.01853266088169291,7.567703611242961e-07,71221,1.387013188242051e-06
Genetic intervention Number,intervention/intervention_name,Genetic intervention Number,intervention/intervention_name__is_nn,num,num,abs_spearman,0.0,1.0,71221,1.0
Genetic intervention Number,intervention/intervention_name,Genetic intervention Number,intervention/intervention_name__n_items,num,num,abs_spearman,0.03827950260899561,1.6248090356638795e-24,71221,4.452848106413235e-24
Genetic intervention Number,intervention_browse/mesh_term,Genetic intervention Number,intervention_browse/mesh_term__is_nn,num,num,abs_spearman,0.0034258053753966774,0.3605905807372516,71221,0.4454505041101846
Genetic intervention Number,intervention_browse/mesh_term,Genetic intervention Number,intervention_browse/mesh_term__n_items,num,num,abs_spearman,0.006133425756742389,0.1016659701933712,71221,0.13614229149208668
Genetic intervention Number,ipd_info_type-Analytic Code,Genetic intervention Number,ipd_info_type-Analytic Code,num,num,abs_spearman,0.00837679894385607,0.6982047997185862,2145,0.8169231242498609
Genetic intervention Number,ipd_info_type-Clinical Study Report (CSR),Genetic intervention Number,ipd_info_type-Clinical Study Report (CSR),num,num,abs_spearman,0.01925815331894553,0.3726676084640401,2145,0.45906414016750774
Genetic intervention Number,ipd_info_type-Informed Consent Form (ICF),Genetic intervention Number,ipd_info_type-Informed Consent Form (ICF),num,num,abs_spearman,0.032324261461631996,0.1345002509509459,2145,0.1769070295437309
Genetic intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),Genetic intervention Number,ipd_info_type-Statistical Analysis Plan (SAP),num,num,abs_spearman,0.007854449370594412,0.7161823683792939,2145,0.836549152980856
Genetic intervention Number,ipd_info_type-Study Protocol,Genetic intervention Number,ipd_info_type-Study Protocol,num,num,abs_spearman,0.0035763917104524308,0.8685177870782799,2145,0.9970595672603312
Genetic intervention Number,location/facility/address/city,Genetic intervention Number,location/facility/address/city__is_nn,num,num,abs_spearman,0.0024718527056161507,0.5094725166913474,71221,0.6132376153454909
Genetic intervention Number,location/facility/address/city,Genetic intervention Number,location/facility/address/city__n_items,num,num,abs_spearman,0.006062986761208076,0.10565576910291499,71221,0.14105024880239322
Genetic intervention Number,number_of_arms,Genetic intervention Number,number_of_arms,num,num,abs_spearman,0.03619064554986531,1.5786407532801916e-21,69293,4.112276325073963e-21
Genetic intervention Number,oversight_info/has_dmc,Genetic intervention Number,oversight_info/has_dmc,num,cat,eta,0.022380363851060618,1.4196140857626902e-05,37612,2.4802206877955502e-05
Genetic intervention Number,oversight_info/is_fda_regulated_device,Genetic intervention Number,oversight_info/is_fda_regulated_device,num,cat,eta,0.006532766478402065,0.488258549480259,11258,0.5883143063259015
